feature,family,stage
fraction__pool__teammate__5yd__dvx__mean,graph_pool,representation
fraction__pool__teammate__5yd__dvx__std,graph_pool,representation
fraction__pool__teammate__5yd__dvy__mean,graph_pool,representation
fraction__pool__teammate__5yd__dvy__std,graph_pool,representation
fraction__pool__teammate__5yd__closing_speed__mean,graph_pool,representation
fraction__pool__teammate__5yd__closing_speed__std,graph_pool,representation
fraction__pool__teammate__5yd__closest_distance__mean,graph_pool,representation
fraction__pool__teammate__5yd__closest_distance__std,graph_pool,representation
fraction__pool__teammate__5yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__teammate__5yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__teammate__5yd__heading_alignment__mean,graph_pool,representation
fraction__pool__teammate__5yd__heading_alignment__std,graph_pool,representation
fraction__pool__teammate__5yd__age_seconds__mean,graph_pool,representation
fraction__pool__teammate__5yd__age_seconds__std,graph_pool,representation
fraction__pool__teammate__5yd__relative_speed__mean,graph_pool,representation
fraction__pool__teammate__5yd__relative_speed__std,graph_pool,representation
fraction__pool__teammate__5yd__weight_sum,graph_pool,representation
fraction__pool__teammate__5yd__effective_neighbours,graph_pool,representation
fraction__pool__teammate__10yd__dx__mean,graph_pool,representation
fraction__pool__teammate__10yd__dx__std,graph_pool,representation
fraction__pool__teammate__10yd__dy__mean,graph_pool,representation
fraction__pool__teammate__10yd__dy__std,graph_pool,representation
fraction__pool__teammate__10yd__dvx__mean,graph_pool,representation
fraction__pool__teammate__10yd__dvx__std,graph_pool,representation
fraction__pool__teammate__10yd__dvy__mean,graph_pool,representation
fraction__pool__teammate__10yd__dvy__std,graph_pool,representation
fraction__pool__teammate__10yd__closing_speed__mean,graph_pool,representation
fraction__pool__teammate__10yd__closing_speed__std,graph_pool,representation
fraction__pool__teammate__10yd__closest_distance__mean,graph_pool,representation
fraction__pool__teammate__10yd__closest_distance__std,graph_pool,representation
fraction__pool__teammate__10yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__teammate__10yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__teammate__10yd__heading_alignment__mean,graph_pool,representation
fraction__pool__teammate__10yd__heading_alignment__std,graph_pool,representation
fraction__pool__teammate__10yd__age_seconds__mean,graph_pool,representation
fraction__pool__teammate__10yd__age_seconds__std,graph_pool,representation
fraction__pool__teammate__10yd__relative_speed__mean,graph_pool,representation
fraction__pool__teammate__10yd__relative_speed__std,graph_pool,representation
fraction__pool__teammate__10yd__weight_sum,graph_pool,representation
fraction__pool__teammate__10yd__effective_neighbours,graph_pool,representation
fraction__pool__teammate__20yd__dx__mean,graph_pool,representation
fraction__pool__teammate__20yd__dx__std,graph_pool,representation
fraction__pool__teammate__20yd__dy__mean,graph_pool,representation
fraction__pool__teammate__20yd__dy__std,graph_pool,representation
fraction__pool__teammate__20yd__dvx__mean,graph_pool,representation
fraction__pool__teammate__20yd__dvx__std,graph_pool,representation
fraction__pool__teammate__20yd__dvy__mean,graph_pool,representation
fraction__pool__teammate__20yd__dvy__std,graph_pool,representation
fraction__pool__teammate__20yd__closing_speed__mean,graph_pool,representation
fraction__pool__teammate__20yd__closing_speed__std,graph_pool,representation
fraction__pool__teammate__20yd__closest_distance__mean,graph_pool,representation
fraction__pool__teammate__20yd__closest_distance__std,graph_pool,representation
fraction__pool__teammate__20yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__teammate__20yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__teammate__20yd__heading_alignment__mean,graph_pool,representation
fraction__pool__teammate__20yd__heading_alignment__std,graph_pool,representation
fraction__pool__teammate__20yd__age_seconds__mean,graph_pool,representation
fraction__pool__teammate__20yd__age_seconds__std,graph_pool,representation
fraction__pool__teammate__20yd__relative_speed__mean,graph_pool,representation
fraction__pool__teammate__20yd__relative_speed__std,graph_pool,representation
fraction__pool__teammate__20yd__weight_sum,graph_pool,representation
fraction__pool__teammate__20yd__effective_neighbours,graph_pool,representation
fraction__pool__opponent__2yd__dx__mean,graph_pool,representation
fraction__pool__opponent__2yd__dx__std,graph_pool,representation
fraction__pool__opponent__2yd__dy__mean,graph_pool,representation
fraction__pool__opponent__2yd__dy__std,graph_pool,representation
fraction__pool__opponent__2yd__dvx__mean,graph_pool,representation
fraction__pool__opponent__2yd__dvx__std,graph_pool,representation
fraction__pool__opponent__2yd__dvy__mean,graph_pool,representation
fraction__pool__opponent__2yd__dvy__std,graph_pool,representation
fraction__pool__opponent__2yd__closing_speed__mean,graph_pool,representation
fraction__pool__opponent__2yd__closing_speed__std,graph_pool,representation
fraction__pool__opponent__2yd__closest_distance__mean,graph_pool,representation
fraction__pool__opponent__2yd__closest_distance__std,graph_pool,representation
fraction__pool__opponent__2yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__opponent__2yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__opponent__2yd__heading_alignment__mean,graph_pool,representation
fraction__pool__opponent__2yd__heading_alignment__std,graph_pool,representation
fraction__pool__opponent__2yd__age_seconds__mean,graph_pool,representation
fraction__pool__opponent__2yd__age_seconds__std,graph_pool,representation
fraction__pool__opponent__2yd__relative_speed__mean,graph_pool,representation
fraction__pool__opponent__2yd__relative_speed__std,graph_pool,representation
fraction__pool__opponent__2yd__weight_sum,graph_pool,representation
fraction__pool__opponent__2yd__effective_neighbours,graph_pool,representation
fraction__pool__opponent__5yd__dx__mean,graph_pool,representation
fraction__pool__opponent__5yd__dx__std,graph_pool,representation
fraction__pool__opponent__5yd__dy__mean,graph_pool,representation
fraction__pool__opponent__5yd__dy__std,graph_pool,representation
fraction__pool__opponent__5yd__dvx__mean,graph_pool,representation
fraction__pool__opponent__5yd__dvx__std,graph_pool,representation
fraction__pool__opponent__5yd__dvy__mean,graph_pool,representation
fraction__pool__opponent__5yd__dvy__std,graph_pool,representation
fraction__pool__opponent__5yd__closing_speed__mean,graph_pool,representation
fraction__pool__opponent__5yd__closing_speed__std,graph_pool,representation
fraction__pool__opponent__5yd__closest_distance__mean,graph_pool,representation
fraction__pool__opponent__5yd__closest_distance__std,graph_pool,representation
fraction__pool__opponent__5yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__opponent__5yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__opponent__5yd__heading_alignment__mean,graph_pool,representation
fraction__pool__opponent__5yd__heading_alignment__std,graph_pool,representation
fraction__pool__opponent__5yd__age_seconds__mean,graph_pool,representation
fraction__pool__opponent__5yd__age_seconds__std,graph_pool,representation
fraction__pool__opponent__5yd__relative_speed__mean,graph_pool,representation
fraction__pool__opponent__5yd__relative_speed__std,graph_pool,representation
fraction__pool__opponent__5yd__weight_sum,graph_pool,representation
fraction__pool__opponent__5yd__effective_neighbours,graph_pool,representation
fraction__pool__opponent__10yd__dx__mean,graph_pool,representation
fraction__pool__opponent__10yd__dx__std,graph_pool,representation
fraction__pool__opponent__10yd__dy__mean,graph_pool,representation
fraction__pool__opponent__10yd__dy__std,graph_pool,representation
